,확진자,확진률,등록일시분초,치명률,사망자,사망률,"성별,연령별"
377,2722251,14.72,2022-07-09 09:52:25.909,0,111,0.45,30-39
378,2852820,15.43,2022-07-09 09:52:25.909,0.01,331,1.34,40-49
379,2283966,12.35,2022-07-09 09:52:25.908,0.04,1017,4.13,50-59
380,1870813,10.12,2022-07-09 09:52:25.908,0.16,2911,11.82,60-69
381,886326,4.79,2022-07-09 09:52:25.908,0.64,5679,23.06,70-79
382,538021,2.91,2022-07-09 09:52:25.908,2.69,14479,58.80,80 이상
383,9797149,52.98,2022-07-09 09:52:25.907,0.13,12620,51.25,여성
384,8694286,47.02,2022-07-09 09:52:25.907,0.14,12004,48.75,남성
385,2205294,11.94,2022-07-08 06:23:05.703,0,24,0.10,0-9
386,2418870,13.1,2022-07-08 06:23:05.703,0,11,0.04,10-19
387,2704098,14.64,2022-07-08 06:23:05.703,0,61,0.25,20-29
388,2719359,14.72,2022-07-08 06:23:05.703,0,111,0.45,30-39
389,2849836,15.43,2022-07-08 06:23:05.703,0.01,331,1.35,40-49
390,2281288,12.35,2022-07-08 06:23:05.702,0.04,1017,4.13,50-59
391,1869123,10.12,2022-07-08 06:23:05.702,0.16,2909,11.82,60-69
392,885636,4.79,2022-07-08 06:23:05.702,0.64,5673,23.06,70-79
393,537668,2.91,2022-07-08 06:23:05.702,2.69,14468,58.80,80 이상
394,9786457,52.98,2022-07-08 06:23:05.701,0.13,12610,51.25,여성
395,8684715,47.02,2022-07-08 06:23:05.701,0.14,11995,48.75,남성
396,2203660,11.94,2022-07-07 06:14:22.25,0,24,0.10,0-9
397,2416114,13.09,2022-07-07 06:14:22.25,0,11,0.04,10-19
398,2700100,14.63,2022-07-07 06:14:22.25,0,61,0.25,20-29
399,2716322,14.72,2022-07-07 06:14:22.249,0,111,0.45,30-39
400,2846922,15.43,2022-07-07 06:14:22.249,0.01,331,1.35,40-49
401,2278877,12.35,2022-07-07 06:14:22.249,0.04,1017,4.14,50-59
402,1867558,10.12,2022-07-07 06:14:22.249,0.16,2908,11.82,60-69
403,884981,4.8,2022-07-07 06:14:22.249,0.64,5667,23.04,70-79
404,537328,2.91,2022-07-07 06:14:22.248,2.69,14463,58.81,80 이상
405,9776209,52.98,2022-07-07 06:14:22.248,0.13,12603,51.25,여성
406,8675653,47.02,2022-07-07 06:14:22.248,0.14,11990,48.75,남성
407,2202184,12,2022-07-06 09:11:34.092,0,24,0,0-9
408,2413628,13,2022-07-06 09:11:34.092,0,10,0,10-19
409,2695997,15,2022-07-06 09:11:34.092,0,61,0,20-29
410,2713319,15,2022-07-06 09:11:34.092,0,111,0,30-39
411,2844094,15,2022-07-06 09:11:34.092,0,331,1,40-49
412,2276558,12,2022-07-06 09:11:34.092,0,1017,4,50-59
413,1866203,10,2022-07-06 09:11:34.091,0,2907,12,60-69
414,884381,5,2022-07-06 09:11:34.091,1,5663,23,70-79
415,536995,3,2022-07-06 09:11:34.091,3,14459,59,80 이상
416,9766347,53,2022-07-06 09:11:34.091,0,12598,51,여성
417,8667012,47,2022-07-06 09:11:34.09,0,11985,49,남성
418,2200620,11.95,2022-07-05 08:52:53.137,0,24,0.10,0-9
419,2411027,13.09,2022-07-05 08:52:53.137,0,10,0.04,10-19
420,2691763,14.62,2022-07-05 08:52:53.136,0,61,0.25,20-29
421,2710115,14.72,2022-07-05 08:52:53.136,0,111,0.45,30-39
422,2841155,15.43,2022-07-05 08:52:53.136,0.01,331,1.35,40-49
423,2274163,12.35,2022-07-05 08:52:53.136,0.04,1016,4.13,50-59
424,1864721,10.13,2022-07-05 08:52:53.136,0.16,2907,11.83,60-69
425,883795,4.8,2022-07-05 08:52:53.135,0.64,5662,23.04,70-79
426,536638,2.91,2022-07-05 08:52:53.135,2.69,14454,58.81,80 이상
427,9756159,52.98,2022-07-05 08:52:53.135,0.13,12596,51.25,여성
428,8657838,47.02,2022-07-05 08:52:53.134,0.14,11980,48.75,남성
429,2199102,11.95,2022-07-04 09:17:48.221,0,24,0.10,0-9
430,2408523,13.09,2022-07-04 09:17:48.221,0,10,0.04,10-19
431,2687984,14.61,2022-07-04 09:17:48.22,0,61,0.25,20-29
432,2707102,14.72,2022-07-04 09:17:48.22,0,111,0.45,30-39
433,2838185,15.43,2022-07-04 09:17:48.219,0.01,331,1.35,40-49
434,2271820,12.35,2022-07-04 09:17:48.219,0.04,1016,4.13,50-59
435,1863465,10.13,2022-07-04 09:17:48.218,0.16,2907,11.83,60-69
436,883262,4.8,2022-07-04 09:17:48.218,0.64,5661,23.04,70-79
437,536421,2.92,2022-07-04 09:17:48.218,2.69,14453,58.81,80 이상
438,9746453,52.98,2022-07-04 09:17:48.217,0.13,12595,51.25,여성
439,8649411,47.02,2022-07-04 09:17:48.216,0.14,11979,48.75,남성
440,2198415,12,2022-07-03 09:40:57.1,0.00,24,0,0-9
441,2407624,13,2022-07-03 09:40:57.099,0.00,10,0,10-19
442,2686752,15,2022-07-03 09:40:57.099,0.00,61,0,20-29
443,2706055,15,2022-07-03 09:40:57.099,0.00,111,0,30-39
444,2837268,15,2022-07-03 09:40:57.099,0.01,331,1,40-49
445,2271120,12,2022-07-03 09:40:57.099,0.04,1016,4,50-59
446,1863000,10,2022-07-03 09:40:57.098,0.16,2907,12,60-69
447,883092,5,2022-07-03 09:40:57.098,0.64,5660,23,70-79
448,536285,3,2022-07-03 09:40:57.098,2.69,14450,59,80 이상
449,9743238,53,2022-07-03 09:40:57.098,0.13,12593,51,여성
450,8646373,47,2022-07-03 09:40:57.097,0.14,11977,49,남성
451,2197557,12,2022-07-02 09:04:52.374,0,24,0,0-9
452,2406315,13,2022-07-02 09:04:52.374,0,10,0,10-19
453,2684710,15,2022-07-02 09:04:52.374,0,61,0,20-29
454,2704515,15,2022-07-02 09:04:52.373,0,111,0,30-39
455,2835777,15,2022-07-02 09:04:52.373,0,331,1,40-49
456,2269735,12,2022-07-02 09:04:52.373,0,1016,4,50-59
457,1862072,10,2022-07-02 09:04:52.373,0,2907,12,60-69
458,882770,5,2022-07-02 09:04:52.373,1,5657,23,70-79
459,536101,3,2022-07-02 09:04:52.372,3,14445,59,80 이상
460,9737848,53,2022-07-02 09:04:52.372,0,12589,51,여성
461,8641704,47,2022-07-02 09:04:52.372,0,11973,49,남성
462,2196706,12,2022-07-01 08:52:24.765,0,24,0,0-9
463,2404922,13,2022-07-01 08:52:24.765,0,10,0,10-19
464,2682246,15,2022-07-01 08:52:24.765,0,61,0,20-29
465,2702786,15,2022-07-01 08:52:24.764,0,111,0,30-39
466,2834253,15,2022-07-01 08:52:24.764,0,331,1,40-49
467,2268415,12,2022-07-01 08:52:24.764,0,1015,4,50-59
468,1861209,10,2022-07-01 08:52:24.764,0,2906,12,60-69
469,882397,5,2022-07-01 08:52:24.764,1,5654,23,70-79
470,535923,3,2022-07-01 08:52:24.763,3,14443,59,80 이상
471,9732168,53,2022-07-01 08:52:24.763,0,12588,51,여성
472,8636689,47,2022-07-01 08:52:24.763,0,11967,49,남성
473,2195995,11.96,2022-06-30 09:20:27.398,0,23,0.09,0-9
474,2403744,13.09,2022-06-30 09:20:27.398,0,10,0.04,10-19
475,2679951,14.6,2022-06-30 09:20:27.398,0,60,0.24,20-29
476,2701229,14.71,2022-06-30 09:20:27.398,0,111,0.45,30-39
477,2832942,15.43,2022-06-30 09:20:27.397,0.01,330,1.34,40-49
478,2267220,12.35,2022-06-30 09:20:27.397,0.04,1015,4.13,50-59
479,1860442,10.13,2022-06-30 09:20:27.397,0.16,2905,11.83,60-69
480,882049,4.8,2022-06-30 09:20:27.397,0.64,5652,23.03,70-79
481,535769,2.92,2022-06-30 09:20:27.397,2.7,14441,58.83,80 이상
482,9726926,52.98,2022-06-30 09:20:27.397,0.13,12586,51.27,여성
483,8632415,47.02,2022-06-30 09:20:27.396,0.14,11961,48.73,남성
484,2195293,11.96,2022-06-29 09:13:38.826,0,23,0.09,0-9
485,2402582,13.09,2022-06-29 09:13:38.826,0,10,0.04,10-19
486,2677598,14.59,2022-06-29 09:13:38.825,0,60,0.24,20-29
487,2699629,14.71,2022-06-29 09:13:38.825,0,111,0.45,30-39
488,2831549,15.43,2022-06-29 09:13:38.825,0.01,330,1.34,40-49
489,2266087,12.35,2022-06-29 09:13:38.825,0.04,1014,4.13,50-59
490,1859623,10.13,2022-06-29 09:13:38.825,0.16,2904,11.84,60-69
491,881733,4.81,2022-06-29 09:13:38.824,0.64,5648,23.02,70-79
492,535662,2.92,2022-06-29 09:13:38.824,2.7,14437,58.84,80 이상
493,9721735,52.98,2022-06-29 09:13:38.824,0.13,12581,51.27,여성
494,8628021,47.02,2022-06-29 09:13:38.824,0.14,11956,48.73,남성
495,2194522,11.97,2022-06-28 08:53:12.273,0,22,0.09,0-9
496,2401424,13.09,2022-06-28 08:53:12.273,0,10,0.04,10-19
497,2675237,14.59,2022-06-28 08:53:12.273,0,60,0.24,20-29
498,2697829,14.71,2022-06-28 08:53:12.273,0,111,0.45,30-39
499,2829966,15.43,2022-06-28 08:53:12.273,0.01,330,1.35,40-49
500,2264756,12.35,2022-06-28 08:53:12.273,0.04,1014,4.13,50-59
501,1858731,10.14,2022-06-28 08:53:12.272,0.16,2903,11.83,60-69
502,881381,4.81,2022-06-28 08:53:12.272,0.64,5648,23.02,70-79
503,535473,2.92,2022-06-28 08:53:12.272,2.7,14432,58.83,80 이상
504,9716306,52.98,2022-06-28 08:53:12.272,0.13,12578,51.28,여성
505,8623013,47.02,2022-06-28 08:53:12.271,0.14,11952,48.72,남성
506,2193720,11.97,2022-06-27 09:12:38.87,0,22,0.09,0-9
507,2400185,13.09,2022-06-27 09:12:38.87,0,10,0.04,10-19
508,2673187,14.58,2022-06-27 09:12:38.87,0,60,0.24,20-29
509,2696178,14.71,2022-06-27 09:12:38.87,0,111,0.45,30-39
510,2828397,15.43,2022-06-27 09:12:38.87,0.01,330,1.35,40-49
511,2263495,12.35,2022-06-27 09:12:38.869,0.04,1014,4.13,50-59
512,1857941,10.14,2022-06-27 09:12:38.869,0.16,2903,11.84,60-69
513,881043,4.81,2022-06-27 09:12:38.869,0.64,5648,23.03,70-79
514,535302,2.92,2022-06-27 09:12:38.869,2.7,14427,58.83,80 이상
515,9711135,52.98,2022-06-27 09:12:38.868,0.13,12575,51.27,여성
516,8618313,47.02,2022-06-27 09:12:38.868,0.14,11950,48.73,남성
517,2193414,11.97,2022-06-26 09:45:03.366,0,22,0.09,0-9
518,2399762,13.09,2022-06-26 09:45:03.366,0,10,0.04,10-19
519,2672537,14.58,2022-06-26 09:45:03.366,0,60,0.24,20-29
520,2695570,14.71,2022-06-26 09:45:03.366,0,111,0.45,30-39
521,2827857,15.43,2022-06-26 09:45:03.366,0.01,330,1.35,40-49
522,2263044,12.35,2022-06-26 09:45:03.365,0.04,1014,4.14,50-59
523,1857652,10.14,2022-06-26 09:45:03.365,0.16,2903,11.84,60-69
524,880930,4.81,2022-06-26 09:45:03.365,0.64,5648,23.03,70-79
525,535253,2.92,2022-06-26 09:45:03.365,2.69,14424,58.82,80 이상
526,9709463,52.98,2022-06-26 09:45:03.364,0.13,12574,51.28,여성
527,8616556,47.02,2022-06-26 09:45:03.364,0.14,11948,48.72,남성
528,2192903,11.97,2022-06-25 10:01:05.045,0,22,0.09,0-9
529,2398990,13.1,2022-06-25 10:01:05.044,0,10,0.04,10-19
530,2671415,14.58,2022-06-25 10:01:05.044,0,60,0.24,20-29
531,2694609,14.71,2022-06-25 10:01:05.044,0,111,0.45,30-39
532,2826888,15.43,2022-06-25 10:01:05.044,0.01,329,1.34,40-49
533,2262218,12.35,2022-06-25 10:01:05.044,0.04,1012,4.13,50-59
534,1856958,10.14,2022-06-25 10:01:05.044,0.16,2903,11.84,60-69
535,880662,4.81,2022-06-25 10:01:05.043,0.64,5648,23.04,70-79
536,535130,2.92,2022-06-25 10:01:05.043,2.69,14421,58.82,80 이상
537,9706193,52.98,2022-06-25 10:01:05.043,0.13,12571,51.28,여성
538,8613580,47.02,2022-06-25 10:01:05.042,0.14,11945,48.72,남성
539,2192352,11.97,2022-06-24 09:06:25.075,0,22,0.09,0-9
540,2398137,13.1,2022-06-24 09:06:25.075,0,9,0.04,10-19
541,2670109,14.58,2022-06-24 09:06:25.075,0,60,0.24,20-29
542,2693579,14.71,2022-06-24 09:06:25.074,0,110,0.45,30-39
543,2825890,15.43,2022-06-24 09:06:25.074,0.01,328,1.34,40-49
544,2261315,12.35,2022-06-24 09:06:25.074,0.04,1011,4.13,50-59
545,1856273,10.14,2022-06-24 09:06:25.074,0.16,2902,11.85,60-69
546,880359,4.81,2022-06-24 09:06:25.074,0.64,5643,23.03,70-79
547,534979,2.92,2022-06-24 09:06:25.073,2.69,14413,58.83,80 이상
548,9702601,52.98,2022-06-24 09:06:25.073,0.13,12564,51.29,여성
549,8610392,47.02,2022-06-24 09:06:25.073,0.14,11934,48.71,남성
550,2191807,11.97,2022-06-23 09:07:40.471,0,22,0.09,0-9
551,2397320,13.1,2022-06-23 09:07:40.471,0,9,0.04,10-19
552,2668662,14.58,2022-06-23 09:07:40.471,0,60,0.25,20-29
553,2692372,14.71,2022-06-23 09:07:40.471,0,110,0.45,30-39
554,2824802,15.43,2022-06-23 09:07:40.47,0.01,328,1.34,40-49
555,2260348,12.35,2022-06-23 09:07:40.47,0.04,1011,4.13,50-59
556,1855551,10.14,2022-06-23 09:07:40.47,0.16,2900,11.84,60-69
557,880060,4.81,2022-06-23 09:07:40.47,0.64,5642,23.04,70-79
558,534861,2.92,2022-06-23 09:07:40.47,2.69,14406,58.83,80 이상
559,9698867,52.98,2022-06-23 09:07:40.469,0.13,12559,51.29,여성
560,8606916,47.02,2022-06-23 09:07:40.469,0.14,11929,48.71,남성
561,2191209,11.97,2022-06-22 09:04:01.548,0,22,0.09,0-9
562,2396390,13.1,2022-06-22 09:04:01.548,0,9,0.04,10-19
563,2667134,14.58,2022-06-22 09:04:01.547,0,60,0.25,20-29
564,2691132,14.71,2022-06-22 09:04:01.547,0,110,0.45,30-39
565,2823692,15.43,2022-06-22 09:04:01.547,0.01,327,1.34,40-49
566,2259415,12.35,2022-06-22 09:04:01.547,0.04,1011,4.13,50-59
567,1854914,10.14,2022-06-22 09:04:01.547,0.16,2898,11.84,60-69
568,879757,4.81,2022-06-22 09:04:01.546,0.64,5639,23.04,70-79
569,534698,2.92,2022-06-22 09:04:01.546,2.69,14398,58.83,80 이상
570,9694902,52.98,2022-06-22 09:04:01.546,0.13,12551,51.28,여성
571,8603439,47.02,2022-06-22 09:04:01.546,0.14,11923,48.72,남성
572,2190472,11.98,2022-06-21 09:06:54.624,0,22,0.09,0-9
573,2395334,13.1,2022-06-21 09:06:54.624,0,9,0.04,10-19
574,2665322,14.57,2022-06-21 09:06:54.623,0,60,0.25,20-29
575,2689664,14.71,2022-06-21 09:06:54.623,0,110,0.45,30-39
576,2822294,15.43,2022-06-21 09:06:54.623,0.01,327,1.34,40-49
577,2258258,12.35,2022-06-21 09:06:54.623,0.04,1011,4.13,50-59
578,1854120,10.14,2022-06-21 09:06:54.623,0.16,2896,11.84,60-69
579,879397,4.81,2022-06-21 09:06:54.622,0.64,5635,23.03,70-79
580,534512,2.92,2022-06-21 09:06:54.622,2.69,14393,58.84,80 이상
581,9690253,52.98,2022-06-21 09:06:54.622,0.13,12547,51.29,여성
582,8599120,47.02,2022-06-21 09:06:54.622,0.14,11916,48.71,남성
583,2189737,11.98,2022-06-20 09:07:37.064,0,22,0.09,0-9
584,2394167,13.1,2022-06-20 09:07:37.064,0,9,0.04,10-19
585,2663500,14.57,2022-06-20 09:07:37.064,0,60,0.25,20-29
586,2688172,14.71,2022-06-20 09:07:37.064,0,110,0.45,30-39
587,2820818,15.43,2022-06-20 09:07:37.064,0.01,327,1.34,40-49
588,2257001,12.35,2022-06-20 09:07:37.063,0.04,1011,4.13,50-59
589,1853320,10.14,2022-06-20 09:07:37.063,0.16,2895,11.84,60-69
590,879031,4.81,2022-06-20 09:07:37.063,0.64,5630,23.03,70-79
591,534344,2.92,2022-06-20 09:07:37.063,2.69,14387,58.84,80 이상
592,9685509,52.98,2022-06-20 09:07:37.062,0.13,12541,51.29,여성
593,8594581,47.02,2022-06-20 09:07:37.062,0.14,11910,48.71,남성
594,2189362,11.98,2022-06-19 07:43:38.296,0.00,22,0.09,0-9
595,2393695,13.10,2022-06-19 07:43:38.296,0.00,9,0.04,10-19
596,2662879,14.57,2022-06-19 07:43:38.295,0.00,60,0.25,20-29
597,2687598,14.71,2022-06-19 07:43:38.295,0.00,109,0.45,30-39
598,2820255,15.43,2022-06-19 07:43:38.295,0.01,327,1.34,40-49
599,2256587,12.35,2022-06-19 07:43:38.295,0.04,1009,4.13,50-59
600,1853005,10.14,2022-06-19 07:43:38.294,0.16,2894,11.84,60-69
601,878903,4.81,2022-06-19 07:43:38.294,0.64,5628,23.03,70-79
602,534268,2.92,2022-06-19 07:43:38.294,2.69,14383,58.85,80 이상
603,9683754,52.98,2022-06-19 07:43:38.294,0.13,12535,51.29,여성
604,8592798,47.02,2022-06-19 07:43:38.294,0.14,11906,48.71,남성
605,2188866,11.98,2022-06-18 08:18:43.538,0.00,22,0.09,0-9
606,2392951,13.10,2022-06-18 08:18:43.538,0.00,9,0.04,10-19
607,2661776,14.57,2022-06-18 08:18:43.538,0.00,60,0.25,20-29
608,2686718,14.71,2022-06-18 08:18:43.537,0.00,109,0.45,30-39
609,2819364,15.43,2022-06-18 08:18:43.537,0.01,327,1.34,40-49
610,2255696,12.35,2022-06-18 08:18:43.537,0.04,1007,4.12,50-59
611,1852359,10.14,2022-06-18 08:18:43.537,0.16,2893,11.84,60-69
612,878624,4.81,2022-06-18 08:18:43.537,0.64,5627,23.04,70-79
613,534127,2.92,2022-06-18 08:18:43.536,2.69,14373,58.84,80 이상
614,9680657,52.99,2022-06-18 08:18:43.536,0.13,12528,51.29,여성
615,8589824,47.01,2022-06-18 08:18:43.536,0.14,11899,48.71,남성
616,2188316,11.98,2022-06-17 09:05:24.929,0,22,0.09,0-9
617,2392116,13.1,2022-06-17 09:05:24.929,0,9,0.04,10-19
618,2660400,14.57,2022-06-17 09:05:24.929,0,60,0.25,20-29
619,2685713,14.71,2022-06-17 09:05:24.929,0,109,0.45,30-39
620,2818385,15.43,2022-06-17 09:05:24.928,0.01,326,1.34,40-49
621,2254778,12.35,2022-06-17 09:05:24.928,0.04,1007,4.12,50-59
622,1851680,10.14,2022-06-17 09:05:24.928,0.16,2890,11.84,60-69
623,878307,4.81,2022-06-17 09:05:24.928,0.64,5625,23.04,70-79
624,533948,2.92,2022-06-17 09:05:24.928,2.69,14368,58.85,80 이상
625,9677099,52.99,2022-06-17 09:05:24.927,0.13,12522,51.29,여성
626,8586544,47.01,2022-06-17 09:05:24.927,0.14,11894,48.71,남성
627,2187747,11.98,2022-06-16 09:01:26.966,0,22,0.09,0-9
628,2391233,13.1,2022-06-16 09:01:26.966,0,9,0.04,10-19
629,2658875,14.56,2022-06-16 09:01:26.966,0,60,0.25,20-29
630,2684571,14.7,2022-06-16 09:01:26.965,0,109,0.45,30-39
631,2817375,15.43,2022-06-16 09:01:26.965,0.01,325,1.33,40-49
632,2253850,12.35,2022-06-16 09:01:26.965,0.04,1007,4.13,50-59
633,1851015,10.14,2022-06-16 09:01:26.965,0.16,2888,11.83,60-69
634,877993,4.81,2022-06-16 09:01:26.965,0.64,5622,23.03,70-79
635,533798,2.92,2022-06-16 09:01:26.964,2.69,14365,58.86,80 이상
636,9673448,52.99,2022-06-16 09:01:26.964,0.13,12519,51.29,여성
637,8583009,47.01,2022-06-16 09:01:26.964,0.14,11888,48.71,남성
638,2187074,11.98,2022-06-15 09:11:23.687,0,22,0.09,0-9
639,2390311,13.1,2022-06-15 09:11:23.686,0,9,0.04,10-19
640,2657154,14.56,2022-06-15 09:11:23.686,0,60,0.25,20-29
641,2683271,14.7,2022-06-15 09:11:23.686,0,109,0.45,30-39
642,2816202,15.43,2022-06-15 09:11:23.686,0.01,325,1.33,40-49
643,2252877,12.35,2022-06-15 09:11:23.686,0.04,1006,4.12,50-59
644,1850306,10.14,2022-06-15 09:11:23.685,0.16,2887,11.83,60-69
645,877641,4.81,2022-06-15 09:11:23.685,0.64,5622,23.04,70-79
646,533643,2.92,2022-06-15 09:11:23.685,2.69,14359,58.85,80 이상
647,9669468,52.99,2022-06-15 09:11:23.685,0.13,12514,51.29,여성
648,8579011,47.01,2022-06-15 09:11:23.685,0.14,11885,48.71,남성
649,2186347,12,2022-06-14 09:12:03.84,0,22,0,0-9
650,2389172,13,2022-06-14 09:12:03.84,0,9,0,10-19
651,2655095,15,2022-06-14 09:12:03.84,0,60,0,20-29
652,2681810,15,2022-06-14 09:12:03.84,0,109,0,30-39
653,2814853,15,2022-06-14 09:12:03.84,0,325,1,40-49
654,2251670,12,2022-06-14 09:12:03.839,0,1006,4,50-59
655,1849459,10,2022-06-14 09:12:03.839,0,2886,12,60-69
656,877240,5,2022-06-14 09:12:03.839,1,5621,23,70-79
657,533410,3,2022-06-14 09:12:03.839,3,14352,59,80 이상
658,9664724,53,2022-06-14 09:12:03.839,0,12508,51,여성
659,8574332,47,2022-06-14 09:12:03.838,0,11882,49,남성
660,2185482,12,2022-06-13 09:16:58.953,0,22,0,0-9
661,2387872,13,2022-06-13 09:16:58.952,0,9,0,10-19
662,2653101,15,2022-06-13 09:16:58.952,0,60,0,20-29
663,2680293,15,2022-06-13 09:16:58.951,0,109,0,30-39
664,2813358,15,2022-06-13 09:16:58.951,0,325,1,40-49
665,2250397,12,2022-06-13 09:16:58.95,0,1005,4,50-59
666,1848691,10,2022-06-13 09:16:58.95,0,2886,12,60-69
667,876876,5,2022-06-13 09:16:58.949,1,5620,23,70-79
668,533218,3,2022-06-13 09:16:58.949,3,14352,59,80 이상
669,9659839,53,2022-06-13 09:16:58.948,0,12508,51,여성
670,8569449,47,2022-06-13 09:16:58.948,0,11880,49,남성
671,2185067,12,2022-06-12 09:17:00.441,0,22,0,0-9
672,2387359,13,2022-06-12 09:17:00.441,0,9,0,10-19
673,2652365,15,2022-06-12 09:17:00.441,0,60,0,20-29
674,2679704,15,2022-06-12 09:17:00.44,0,109,0,30-39
675,2812812,15,2022-06-12 09:17:00.44,0,325,1,40-49
676,2249949,12,2022-06-12 09:17:00.439,0,1004,4,50-59
677,1848351,10,2022-06-12 09:17:00.439,0,2883,12,60-69
678,876712,5,2022-06-12 09:17:00.438,1,5617,23,70-79
679,533141,3,2022-06-12 09:17:00.438,3,14342,59,80 이상
680,9657968,53,2022-06-12 09:17:00.437,0,12502,51,여성
681,8567492,47,2022-06-12 09:17:00.437,0,11869,49,남성
682,2184427,12,2022-06-11 09:21:01.579,0,22,0,0-9
683,2386429,13,2022-06-11 09:21:01.578,0,9,0,10-19
684,2650904,15,2022-06-11 09:21:01.578,0,60,0,20-29
685,2678665,15,2022-06-11 09:21:01.578,0,108,0,30-39
686,2811763,15,2022-06-11 09:21:01.578,0,324,1,40-49
687,2248950,12,2022-06-11 09:21:01.578,0,1004,4,50-59
688,1847606,10,2022-06-11 09:21:01.577,0,2879,12,60-69
689,876355,5,2022-06-11 09:21:01.577,1,5610,23,70-79
690,532979,3,2022-06-11 09:21:01.577,3,14335,59,80 이상
691,9654169,53,2022-06-11 09:21:01.577,0,12495,51,여성
692,8563909,47,2022-06-11 09:21:01.576,0,11856,49,남성
693,2183782,12,2022-06-10 09:09:39.332,0,22,0,0-9
694,2385410,13,2022-06-10 09:09:39.332,0,9,0,10-19
695,2649049,15,2022-06-10 09:09:39.332,0,60,0,20-29
696,2677424,15,2022-06-10 09:09:39.331,0,108,0,30-39
697,2810603,15,2022-06-10 09:09:39.331,0,324,1,40-49
698,2247866,12,2022-06-10 09:09:39.331,0,1004,4,50-59
699,1846778,10,2022-06-10 09:09:39.331,0,2876,12,60-69
700,875958,5,2022-06-10 09:09:39.331,1,5608,23,70-79
701,532780,3,2022-06-10 09:09:39.33,3,14330,59,80 이상
702,9649806,53,2022-06-10 09:09:39.33,0,12489,51,여성
703,8559844,47,2022-06-10 09:09:39.33,0,11852,49,남성
704,2183039,11.99,2022-06-09 09:10:01.882,0,22,0.09,0-9
705,2384237,13.1,2022-06-09 09:10:01.882,0,9,0.04,10-19
706,2646954,14.54,2022-06-09 09:10:01.882,0,60,0.25,20-29
707,2676051,14.7,2022-06-09 09:10:01.881,0,108,0.44,30-39
708,2809320,15.44,2022-06-09 09:10:01.881,0.01,323,1.33,40-49
709,2246694,12.34,2022-06-09 09:10:01.881,0.04,1002,4.12,50-59
710,1845951,10.14,2022-06-09 09:10:01.881,0.16,2874,11.82,60-69
711,875559,4.81,2022-06-09 09:10:01.88,0.64,5606,23.05,70-79
712,532541,2.93,2022-06-09 09:10:01.88,2.69,14319,58.87,80 이상
713,9645019,52.99,2022-06-09 09:10:01.88,0.13,12484,51.33,여성
714,8555327,47.01,2022-06-09 09:10:01.879,0.14,11839,48.67,남성
715,2182128,12,2022-06-08 09:09:54.753,0,22,0.09,0-9
716,2382703,13.1,2022-06-08 09:09:54.752,0,9,0.04,10-19
717,2643959,14.54,2022-06-08 09:09:54.752,0,60,0.25,20-29
718,2674313,14.7,2022-06-08 09:09:54.752,0,108,0.44,30-39
719,2807657,15.44,2022-06-08 09:09:54.751,0.01,323,1.33,40-49
720,2245222,12.34,2022-06-08 09:09:54.751,0.04,1000,4.11,50-59
721,1844905,10.14,2022-06-08 09:09:54.75,0.16,2869,11.80,60-69
722,875104,4.81,2022-06-08 09:09:54.75,0.64,5602,23.05,70-79
723,532209,2.93,2022-06-08 09:09:54.749,2.69,14312,58.89,80 이상
724,9638973,53,2022-06-08 09:09:54.749,0.13,12474,51.32,여성
725,8549227,47,2022-06-08 09:09:54.748,0.14,11831,48.68,남성
726,2181168,12,2022-06-07 09:10:17.934,0,22,0.09,0-9
727,2380894,13.1,2022-06-07 09:10:17.934,0,9,0.04,10-19
728,2641007,14.53,2022-06-07 09:10:17.934,0,60,0.25,20-29
729,2672277,14.7,2022-06-07 09:10:17.934,0,108,0.44,30-39
730,2805707,15.44,2022-06-07 09:10:17.933,0.01,323,1.33,40-49
731,2243455,12.34,2022-06-07 09:10:17.933,0.04,1000,4.12,50-59
732,1843819,10.14,2022-06-07 09:10:17.933,0.16,2868,11.80,60-69
733,874606,4.81,2022-06-07 09:10:17.933,0.64,5600,23.05,70-79
734,531947,2.93,2022-06-07 09:10:17.932,2.69,14309,58.89,80 이상
735,9632033,53,2022-06-07 09:10:17.932,0.13,12472,51.33,여성
736,8542847,47,2022-06-07 09:10:17.932,0.14,11827,48.67,남성
737,2180589,12,2022-06-06 09:01:31.769,0,22,0.09,0-9
738,2380085,13.1,2022-06-06 09:01:31.769,0,9,0.04,10-19
739,2639678,14.53,2022-06-06 09:01:31.768,0,59,0.24,20-29
740,2671298,14.7,2022-06-06 09:01:31.768,0,108,0.44,30-39
741,2804752,15.44,2022-06-06 09:01:31.768,0.01,323,1.33,40-49
742,2242710,12.34,2022-06-06 09:01:31.768,0.04,998,4.11,50-59
743,1843340,10.15,2022-06-06 09:01:31.768,0.16,2864,11.80,60-69
744,874420,4.81,2022-06-06 09:01:31.767,0.64,5597,23.05,70-79
745,531836,2.93,2022-06-06 09:01:31.767,2.69,14299,58.89,80 이상
746,9628946,53,2022-06-06 09:01:31.767,0.13,12461,51.32,여성
747,8539762,47,2022-06-06 09:01:31.767,0.14,11818,48.68,남성
748,2180107,12,2022-06-05 08:54:14.059,0,22,0.09,0-9
749,2379438,13.1,2022-06-05 08:54:14.059,0,9,0.04,10-19
750,2638571,14.53,2022-06-05 08:54:14.059,0,59,0.24,20-29
751,2670562,14.7,2022-06-05 08:54:14.059,0,108,0.45,30-39
