,확진자,확진률,등록일시분초,치명률,사망자,사망률,"성별,연령별"
8792,738,6.37,2020-06-03 09:00:00.000,10.98,81,29.67,70-79
8793,1436,12.39,2020-06-03 09:00:00.000,2.72,39,14.29,60-69
8794,2070,17.86,2020-06-03 09:00:00.000,0.72,15,5.49,50-59
8795,1534,13.24,2020-06-03 09:00:00.000,0.20,3,1.10,40-49
8796,1305,11.26,2020-06-03 09:00:00.000,0.15,2,0.73,30-39
8797,3186,27.49,2020-06-03 09:00:00.000,0.00,0,0.00,20-29
8798,663,5.72,2020-06-03 09:00:00.000,0.00,0,0.00,10-19
8799,159,1.37,2020-06-03 09:00:00.000,0.00,0,0.00,0-9
8800,4830,41.85,2020-06-02 09:00:00.000,2.98,144,52.94,남성
8801,6711,58.15,2020-06-02 09:00:00.000,1.91,128,47.06,여성
8802,499,4.32,2020-06-02 09:00:00.000,26.65,133,48.90,80 이상
8803,732,6.34,2020-06-02 09:00:00.000,10.93,80,29.41,70-79
8804,1421,12.31,2020-06-02 09:00:00.000,2.74,39,14.34,60-69
8805,2061,17.86,2020-06-02 09:00:00.000,0.73,15,5.51,50-59
8806,1529,13.25,2020-06-02 09:00:00.000,0.20,3,1.10,40-49
8807,1299,11.26,2020-06-02 09:00:00.000,0.15,2,0.74,30-39
8808,3181,27.56,2020-06-02 09:00:00.000,0.00,0,0.00,20-29
8809,661,5.73,2020-06-02 09:00:00.000,0.00,0,0.00,10-19
8810,158,1.37,2020-06-02 09:00:00.000,0.00,0,0.00,0-9
8811,4807,41.79,2020-06-01 09:00:00.000,2.97,143,52.77,남성
8812,6696,58.21,2020-06-01 09:00:00.000,1.91,128,47.23,여성
8813,498,4.33,2020-06-01 09:00:00.000,26.51,132,48.71,80 이상
8814,727,6.32,2020-06-01 09:00:00.000,11.00,80,29.52,70-79
8815,1410,12.26,2020-06-01 09:00:00.000,2.77,39,14.39,60-69
8816,2052,17.84,2020-06-01 09:00:00.000,0.73,15,5.54,50-59
8817,1527,13.27,2020-06-01 09:00:00.000,0.20,3,1.11,40-49
8818,1296,11.27,2020-06-01 09:00:00.000,0.15,2,0.74,30-39
8819,3176,27.61,2020-06-01 09:00:00.000,0.00,0,0.00,20-29
8820,659,5.73,2020-06-01 09:00:00.000,0.00,0,0.00,10-19
8821,158,1.37,2020-06-01 09:00:00.000,0.00,0,0.00,0-9
8822,4795,41.81,2020-05-31 09:00:00.000,2.98,143,52.96,남성
8823,6673,58.19,2020-05-31 09:00:00.000,1.90,127,47.04,여성
8824,498,4.34,2020-05-31 09:00:00.000,26.31,131,48.52,80 이상
8825,725,6.32,2020-05-31 09:00:00.000,11.03,80,29.63,70-79
8826,1405,12.25,2020-05-31 09:00:00.000,2.78,39,14.44,60-69
8827,2039,17.78,2020-05-31 09:00:00.000,0.74,15,5.56,50-59
8828,1521,13.26,2020-05-31 09:00:00.000,0.20,3,1.11,40-49
8829,1292,11.27,2020-05-31 09:00:00.000,0.15,2,0.74,30-39
8830,3174,27.68,2020-05-31 09:00:00.000,0.00,0,0.00,20-29
8831,657,5.73,2020-05-31 09:00:00.000,0.00,0,0.00,10-19
8832,157,1.37,2020-05-31 09:00:00.000,0.00,0,0.00,0-9
8833,4780,41.78,2020-05-30 09:00:00.000,2.97,142,52.79,남성
8834,6661,58.22,2020-05-30 09:00:00.000,1.91,127,47.21,여성
8835,498,4.35,2020-05-30 09:00:00.000,26.31,131,48.70,80 이상
8836,725,6.34,2020-05-30 09:00:00.000,10.90,79,29.37,70-79
8837,1404,12.27,2020-05-30 09:00:00.000,2.78,39,14.50,60-69
8838,2033,17.77,2020-05-30 09:00:00.000,0.74,15,5.58,50-59
8839,1517,13.26,2020-05-30 09:00:00.000,0.20,3,1.12,40-49
8840,1285,11.23,2020-05-30 09:00:00.000,0.16,2,0.74,30-39
8841,3165,27.66,2020-05-30 09:00:00.000,0.00,0,0.00,20-29
8842,657,5.74,2020-05-30 09:00:00.000,0.00,0,0.00,10-19
8843,157,1.37,2020-05-30 09:00:00.000,0.00,0,0.00,0-9
8844,4759,41.74,2020-05-29 09:00:00.000,2.98,142,52.79,남성
8845,6643,58.26,2020-05-29 09:00:00.000,1.91,127,47.21,여성
8846,495,4.34,2020-05-29 09:00:00.000,26.46,131,48.70,80 이상
8847,724,6.35,2020-05-29 09:00:00.000,10.91,79,29.37,70-79
8848,1400,12.28,2020-05-29 09:00:00.000,2.79,39,14.50,60-69
8849,2023,17.74,2020-05-29 09:00:00.000,0.74,15,5.58,50-59
8850,1513,13.27,2020-05-29 09:00:00.000,0.20,3,1.12,40-49
8851,1283,11.25,2020-05-29 09:00:00.000,0.16,2,0.74,30-39
8852,3156,27.68,2020-05-29 09:00:00.000,0.00,0,0.00,20-29
8853,652,5.72,2020-05-29 09:00:00.000,0.00,0,0.00,10-19
8854,156,1.37,2020-05-29 09:00:00.000,0.00,0,0.00,0-9
8855,4728,41.68,2020-05-28 09:00:00.000,3.00,142,52.79,남성
8856,6616,58.32,2020-05-28 09:00:00.000,1.92,127,47.21,여성
8857,492,4.34,2020-05-28 09:00:00.000,26.63,131,48.70,80 이상
8858,724,6.38,2020-05-28 09:00:00.000,10.91,79,29.37,70-79
8859,1392,12.27,2020-05-28 09:00:00.000,2.80,39,14.50,60-69
8860,2014,17.75,2020-05-28 09:00:00.000,0.74,15,5.58,50-59
8861,1503,13.25,2020-05-28 09:00:00.000,0.20,3,1.12,40-49
8862,1274,11.23,2020-05-28 09:00:00.000,0.16,2,0.74,30-39
8863,3144,27.72,2020-05-28 09:00:00.000,0.00,0,0.00,20-29
8864,646,5.69,2020-05-28 09:00:00.000,0.00,0,0.00,10-19
8865,155,1.37,2020-05-28 09:00:00.000,0.00,0,0.00,0-9
8866,4680,41.54,2020-05-27 09:00:00.000,3.03,142,52.79,남성
8867,6585,58.46,2020-05-27 09:00:00.000,1.93,127,47.21,여성
8868,492,4.37,2020-05-27 09:00:00.000,26.63,131,48.70,80 이상
8869,724,6.43,2020-05-27 09:00:00.000,10.91,79,29.37,70-79
8870,1386,12.30,2020-05-27 09:00:00.000,2.81,39,14.50,60-69
8871,2002,17.77,2020-05-27 09:00:00.000,0.75,15,5.58,50-59
8872,1489,13.22,2020-05-27 09:00:00.000,0.20,3,1.12,40-49
8873,1248,11.08,2020-05-27 09:00:00.000,0.16,2,0.74,30-39
8874,3129,27.78,2020-05-27 09:00:00.000,0.00,0,0.00,20-29
8875,642,5.70,2020-05-27 09:00:00.000,0.00,0,0.00,10-19
8876,153,1.36,2020-05-27 09:00:00.000,0.00,0,0.00,0-9
8877,4664,41.55,2020-05-26 09:00:00.000,3.04,142,52.79,남성
8878,6561,58.45,2020-05-26 09:00:00.000,1.94,127,47.21,여성
8879,491,4.37,2020-05-26 09:00:00.000,26.68,131,48.70,80 이상
8880,721,6.42,2020-05-26 09:00:00.000,10.96,79,29.37,70-79
8881,1378,12.28,2020-05-26 09:00:00.000,2.83,39,14.50,60-69
8882,1996,17.78,2020-05-26 09:00:00.000,0.75,15,5.58,50-59
8883,1486,13.24,2020-05-26 09:00:00.000,0.20,3,1.12,40-49
8884,1242,11.06,2020-05-26 09:00:00.000,0.16,2,0.74,30-39
8885,3121,27.80,2020-05-26 09:00:00.000,0.00,0,0.00,20-29
8886,640,5.70,2020-05-26 09:00:00.000,0.00,0,0.00,10-19
8887,150,1.34,2020-05-26 09:00:00.000,0.00,0,0.00,0-9
8888,4651,41.50,2020-05-25 09:00:00.000,3.03,141,52.81,남성
8889,6555,58.50,2020-05-25 09:00:00.000,1.92,126,47.19,여성
8890,491,4.38,2020-05-25 09:00:00.000,26.27,129,48.31,80 이상
8891,719,6.42,2020-05-25 09:00:00.000,10.99,79,29.59,70-79
8892,1377,12.29,2020-05-25 09:00:00.000,2.83,39,14.61,60-69
8893,1992,17.78,2020-05-25 09:00:00.000,0.75,15,5.62,50-59
8894,1483,13.23,2020-05-25 09:00:00.000,0.20,3,1.12,40-49
8895,1238,11.05,2020-05-25 09:00:00.000,0.16,2,0.75,30-39
8896,3118,27.82,2020-05-25 09:00:00.000,0.00,0,0.00,20-29
8897,639,5.70,2020-05-25 09:00:00.000,0.00,0,0.00,10-19
8898,149,1.33,2020-05-25 09:00:00.000,0.00,0,0.00,0-9
8899,4643,41.49,2020-05-24 09:00:00.000,3.02,140,52.63,남성
8900,6547,58.51,2020-05-24 09:00:00.000,1.92,126,47.37,여성
8901,491,4.39,2020-05-24 09:00:00.000,26.27,129,48.50,80 이상
8902,719,6.43,2020-05-24 09:00:00.000,10.85,78,29.32,70-79
8903,1375,12.29,2020-05-24 09:00:00.000,2.84,39,14.66,60-69
8904,1987,17.76,2020-05-24 09:00:00.000,0.75,15,5.64,50-59
8905,1481,13.24,2020-05-24 09:00:00.000,0.20,3,1.13,40-49
8906,1235,11.04,2020-05-24 09:00:00.000,0.16,2,0.75,30-39
8907,3115,27.84,2020-05-24 09:00:00.000,0.00,0,0.00,20-29
8908,638,5.70,2020-05-24 09:00:00.000,0.00,0,0.00,10-19
8909,149,1.33,2020-05-24 09:00:00.000,0.00,0,0.00,0-9
8910,4628,41.45,2020-05-23 09:00:00.000,3.03,140,52.63,남성
8911,6537,58.55,2020-05-23 09:00:00.000,1.93,126,47.37,여성
8912,491,4.40,2020-05-23 09:00:00.000,26.27,129,48.50,80 이상
8913,718,6.43,2020-05-23 09:00:00.000,10.86,78,29.32,70-79
8914,1372,12.29,2020-05-23 09:00:00.000,2.84,39,14.66,60-69
8915,1983,17.76,2020-05-23 09:00:00.000,0.76,15,5.64,50-59
8916,1474,13.20,2020-05-23 09:00:00.000,0.20,3,1.13,40-49
8917,1231,11.03,2020-05-23 09:00:00.000,0.16,2,0.75,30-39
8918,3111,27.86,2020-05-23 09:00:00.000,0.00,0,0.00,20-29
8919,636,5.70,2020-05-23 09:00:00.000,0.00,0,0.00,10-19
8920,149,1.33,2020-05-23 09:00:00.000,0.00,0,0.00,0-9
8921,4616,41.43,2020-05-22 09:00:00.000,2.99,138,52.27,남성
8922,6526,58.57,2020-05-22 09:00:00.000,1.93,126,47.73,여성
8923,490,4.40,2020-05-22 09:00:00.000,26.12,128,48.48,80 이상
8924,718,6.44,2020-05-22 09:00:00.000,10.86,78,29.55,70-79
8925,1369,12.29,2020-05-22 09:00:00.000,2.78,38,14.39,60-69
8926,1974,17.72,2020-05-22 09:00:00.000,0.76,15,5.68,50-59
8927,1473,13.22,2020-05-22 09:00:00.000,0.20,3,1.14,40-49
8928,1225,10.99,2020-05-22 09:00:00.000,0.16,2,0.76,30-39
8929,3109,27.90,2020-05-22 09:00:00.000,0.00,0,0.00,20-29
8930,635,5.70,2020-05-22 09:00:00.000,0.00,0,0.00,10-19
8931,149,1.34,2020-05-22 09:00:00.000,0.00,0,0.00,0-9
8932,4601,41.37,2020-05-21 09:00:00.000,3.00,138,52.27,남성
8933,6521,58.63,2020-05-21 09:00:00.000,1.93,126,47.73,여성
8934,490,4.41,2020-05-21 09:00:00.000,26.12,128,48.48,80 이상
8935,717,6.45,2020-05-21 09:00:00.000,10.88,78,29.55,70-79
8936,1369,12.31,2020-05-21 09:00:00.000,2.78,38,14.39,60-69
8937,1972,17.73,2020-05-21 09:00:00.000,0.76,15,5.68,50-59
8938,1471,13.23,2020-05-21 09:00:00.000,0.20,3,1.14,40-49
8939,1221,10.98,2020-05-21 09:00:00.000,0.16,2,0.76,30-39
8940,3101,27.88,2020-05-21 09:00:00.000,0.00,0,0.00,20-29
8941,633,5.69,2020-05-21 09:00:00.000,0.00,0,0.00,10-19
8942,148,1.33,2020-05-21 09:00:00.000,0.00,0,0.00,0-9
8943,4592,41.33,2020-05-20 09:00:00.000,2.98,137,52.09,남성
8944,6518,58.67,2020-05-20 09:00:00.000,1.93,126,47.91,여성
8945,490,4.41,2020-05-20 09:00:00.000,25.92,127,48.29,80 이상
8946,717,6.45,2020-05-20 09:00:00.000,10.88,78,29.66,70-79
8947,1369,12.32,2020-05-20 09:00:00.000,2.78,38,14.45,60-69
8948,1972,17.75,2020-05-20 09:00:00.000,0.76,15,5.70,50-59
8949,1468,13.21,2020-05-20 09:00:00.000,0.20,3,1.14,40-49
8950,1219,10.97,2020-05-20 09:00:00.000,0.16,2,0.76,30-39
8951,3098,27.88,2020-05-20 09:00:00.000,0.00,0,0.00,20-29
8952,629,5.66,2020-05-20 09:00:00.000,0.00,0,0.00,10-19
8953,148,1.33,2020-05-20 09:00:00.000,0.00,0,0.00,0-9
8954,4569,41.24,2020-05-19 09:00:00.000,3.00,137,52.09,남성
8955,6509,58.76,2020-05-19 09:00:00.000,1.94,126,47.91,여성
8956,490,4.42,2020-05-19 09:00:00.000,25.92,127,48.29,80 이상
8957,716,6.46,2020-05-19 09:00:00.000,10.89,78,29.66,70-79
8958,1368,12.35,2020-05-19 09:00:00.000,2.78,38,14.45,60-69
8959,1971,17.79,2020-05-19 09:00:00.000,0.76,15,5.70,50-59
8960,1462,13.20,2020-05-19 09:00:00.000,0.21,3,1.14,40-49
8961,1215,10.97,2020-05-19 09:00:00.000,0.16,2,0.76,30-39
8962,3086,27.86,2020-05-19 09:00:00.000,0.00,0,0.00,20-29
8963,622,5.61,2020-05-19 09:00:00.000,0.00,0,0.00,10-19
8964,148,1.34,2020-05-19 09:00:00.000,0.00,0,0.00,0-9
8965,4559,41.20,2020-05-18 09:00:00.000,3.01,137,52.09,남성
8966,6506,58.80,2020-05-18 09:00:00.000,1.94,126,47.91,여성
8967,490,4.43,2020-05-18 09:00:00.000,25.92,127,48.29,80 이상
8968,715,6.46,2020-05-18 09:00:00.000,10.91,78,29.66,70-79
8969,1365,12.34,2020-05-18 09:00:00.000,2.78,38,14.45,60-69
8970,1968,17.79,2020-05-18 09:00:00.000,0.76,15,5.70,50-59
8971,1462,13.21,2020-05-18 09:00:00.000,0.21,3,1.14,40-49
8972,1215,10.98,2020-05-18 09:00:00.000,0.16,2,0.76,30-39
8973,3081,27.84,2020-05-18 09:00:00.000,0.00,0,0.00,20-29
8974,622,5.62,2020-05-18 09:00:00.000,0.00,0,0.00,10-19
8975,147,1.33,2020-05-18 09:00:00.000,0.00,0,0.00,0-9
8976,4548,41.16,2020-05-17 09:00:00.000,2.99,136,51.91,남성
8977,6502,58.84,2020-05-17 09:00:00.000,1.94,126,48.09,여성
8978,490,4.43,2020-05-17 09:00:00.000,25.92,127,48.47,80 이상
8979,715,6.47,2020-05-17 09:00:00.000,10.77,77,29.39,70-79
8980,1364,12.34,2020-05-17 09:00:00.000,2.79,38,14.50,60-69
8981,1967,17.80,2020-05-17 09:00:00.000,0.76,15,5.73,50-59
8982,1457,13.19,2020-05-17 09:00:00.000,0.21,3,1.15,40-49
8983,1211,10.96,2020-05-17 09:00:00.000,0.17,2,0.76,30-39
8984,3078,27.86,2020-05-17 09:00:00.000,0.00,0,0.00,20-29
8985,621,5.62,2020-05-17 09:00:00.000,0.00,0,0.00,10-19
8986,147,1.33,2020-05-17 09:00:00.000,0.00,0,0.00,0-9
8987,4543,41.16,2020-05-16 09:00:00.000,2.99,136,51.91,남성
8988,6494,58.84,2020-05-16 09:00:00.000,1.94,126,48.09,여성
8989,490,4.44,2020-05-16 09:00:00.000,25.92,127,48.47,80 이상
8990,714,6.47,2020-05-16 09:00:00.000,10.78,77,29.39,70-79
8991,1364,12.36,2020-05-16 09:00:00.000,2.79,38,14.50,60-69
8992,1966,17.81,2020-05-16 09:00:00.000,0.76,15,5.73,50-59
8993,1454,13.17,2020-05-16 09:00:00.000,0.21,3,1.15,40-49
8994,1209,10.95,2020-05-16 09:00:00.000,0.17,2,0.76,30-39
8995,3073,27.84,2020-05-16 09:00:00.000,0.00,0,0.00,20-29
8996,620,5.62,2020-05-16 09:00:00.000,0.00,0,0.00,10-19
8997,147,1.33,2020-05-16 09:00:00.000,0.00,0,0.00,0-9
8998,4532,41.13,2020-05-15 09:00:00.000,2.98,135,51.92,남성
8999,6486,58.87,2020-05-15 09:00:00.000,1.93,125,48.08,여성
9000,490,4.45,2020-05-15 09:00:00.000,25.51,125,48.08,80 이상
9001,714,6.48,2020-05-15 09:00:00.000,10.78,77,29.62,70-79
9002,1361,12.35,2020-05-15 09:00:00.000,2.79,38,14.62,60-69
9003,1965,17.83,2020-05-15 09:00:00.000,0.76,15,5.77,50-59
9004,1453,13.19,2020-05-15 09:00:00.000,0.21,3,1.15,40-49
9005,1206,10.95,2020-05-15 09:00:00.000,0.17,2,0.77,30-39
9006,3066,27.83,2020-05-15 09:00:00.000,0.00,0,0.00,20-29
9007,618,5.61,2020-05-15 09:00:00.000,0.00,0,0.00,10-19
9008,145,1.32,2020-05-15 09:00:00.000,0.00,0,0.00,0-9
9009,4515,41.08,2020-05-14 09:00:00.000,2.99,135,51.92,남성
9010,6476,58.92,2020-05-14 09:00:00.000,1.93,125,48.08,여성
9011,490,4.46,2020-05-14 09:00:00.000,25.51,125,48.08,80 이상
9012,712,6.48,2020-05-14 09:00:00.000,10.81,77,29.62,70-79
9013,1359,12.36,2020-05-14 09:00:00.000,2.80,38,14.62,60-69
9014,1964,17.87,2020-05-14 09:00:00.000,0.76,15,5.77,50-59
9015,1451,13.20,2020-05-14 09:00:00.000,0.21,3,1.15,40-49
9016,1202,10.94,2020-05-14 09:00:00.000,0.17,2,0.77,30-39
9017,3055,27.80,2020-05-14 09:00:00.000,0.00,0,0.00,20-29
9018,615,5.60,2020-05-14 09:00:00.000,0.00,0,0.00,10-19
9019,143,1.30,2020-05-14 09:00:00.000,0.00,0,0.00,0-9
9020,4498,41.03,2020-05-13 09:00:00.000,2.98,134,51.74,남성
9021,6464,58.97,2020-05-13 09:00:00.000,1.93,125,48.26,여성
9022,490,4.47,2020-05-13 09:00:00.000,25.51,125,48.26,80 이상
9023,712,6.50,2020-05-13 09:00:00.000,10.81,77,29.73,70-79
9024,1359,12.40,2020-05-13 09:00:00.000,2.72,37,14.29,60-69
9025,1964,17.92,2020-05-13 09:00:00.000,0.76,15,5.79,50-59
9026,1450,13.23,2020-05-13 09:00:00.000,0.21,3,1.16,40-49
9027,1199,10.94,2020-05-13 09:00:00.000,0.17,2,0.77,30-39
9028,3041,27.74,2020-05-13 09:00:00.000,0.00,0,0.00,20-29
9029,604,5.51,2020-05-13 09:00:00.000,0.00,0,0.00,10-19
9030,143,1.30,2020-05-13 09:00:00.000,0.00,0,0.00,0-9
9031,4480,40.97,2020-05-12 09:00:00.000,2.97,133,51.55,남성
9032,6456,59.03,2020-05-12 09:00:00.000,1.94,125,48.45,여성
9033,489,4.47,2020-05-12 09:00:00.000,25.36,124,48.06,80 이상
9034,711,6.50,2020-05-12 09:00:00.000,10.83,77,29.84,70-79
9035,1358,12.42,2020-05-12 09:00:00.000,2.72,37,14.34,60-69
9036,1963,17.95,2020-05-12 09:00:00.000,0.76,15,5.81,50-59
9037,1448,13.24,2020-05-12 09:00:00.000,0.21,3,1.16,40-49
9038,1194,10.92,2020-05-12 09:00:00.000,0.17,2,0.78,30-39
9039,3028,27.69,2020-05-12 09:00:00.000,0.00,0,0.00,20-29
9040,603,5.51,2020-05-12 09:00:00.000,0.00,0,0.00,10-19
9041,142,1.30,2020-05-12 09:00:00.000,0.00,0,0.00,0-9
9042,4460,40.88,2020-05-11 09:00:00.000,2.98,133,51.95,남성
9043,6449,59.12,2020-05-11 09:00:00.000,1.91,123,48.05,여성
9044,488,4.47,2020-05-11 09:00:00.000,25.00,122,47.66,80 이상
9045,711,6.52,2020-05-11 09:00:00.000,10.83,77,30.08,70-79
9046,1358,12.45,2020-05-11 09:00:00.000,2.72,37,14.45,60-69
9047,1960,17.97,2020-05-11 09:00:00.000,0.77,15,5.86,50-59
9048,1446,13.26,2020-05-11 09:00:00.000,0.21,3,1.17,40-49
9049,1188,10.89,2020-05-11 09:00:00.000,0.17,2,0.78,30-39
9050,3018,27.67,2020-05-11 09:00:00.000,0.00,0,0.00,20-29
9051,599,5.49,2020-05-11 09:00:00.000,0.00,0,0.00,10-19
9052,141,1.29,2020-05-11 09:00:00.000,0.00,0,0.00,0-9
9053,4429,40.73,2020-05-10 09:00:00.000,3.00,133,51.95,남성
9054,6445,59.27,2020-05-10 09:00:00.000,1.91,123,48.05,여성
9055,488,4.49,2020-05-10 09:00:00.000,25.00,122,47.66,80 이상
9056,711,6.54,2020-05-10 09:00:00.000,10.83,77,30.08,70-79
9057,1357,12.48,2020-05-10 09:00:00.000,2.73,37,14.45,60-69
9058,1960,18.02,2020-05-10 09:00:00.000,0.77,15,5.86,50-59
9059,1442,13.26,2020-05-10 09:00:00.000,0.21,3,1.17,40-49
9060,1180,10.85,2020-05-10 09:00:00.000,0.17,2,0.78,30-39
9061,2997,27.56,2020-05-10 09:00:00.000,0.00,0,0.00,20-29
9062,598,5.50,2020-05-10 09:00:00.000,0.00,0,0.00,10-19
9063,141,1.30,2020-05-10 09:00:00.000,0.00,0,0.00,0-9
9064,4405,40.64,2020-05-09 09:00:00.000,3.02,133,51.95,남성
9065,6435,59.36,2020-05-09 09:00:00.000,1.91,123,48.05,여성
9066,488,4.50,2020-05-09 09:00:00.000,25.00,122,47.66,80 이상
9067,710,6.55,2020-05-09 09:00:00.000,10.85,77,30.08,70-79
9068,1355,12.50,2020-05-09 09:00:00.000,2.73,37,14.45,60-69
9069,1958,18.06,2020-05-09 09:00:00.000,0.77,15,5.86,50-59
9070,1438,13.27,2020-05-09 09:00:00.000,0.21,3,1.17,40-49
9071,1177,10.86,2020-05-09 09:00:00.000,0.17,2,0.78,30-39
9072,2978,27.47,2020-05-09 09:00:00.000,0.00,0,0.00,20-29
9073,595,5.49,2020-05-09 09:00:00.000,0.00,0,0.00,10-19
9074,141,1.30,2020-05-09 09:00:00.000,0.00,0,0.00,0-9
9075,4388,40.55,2020-05-08 09:00:00.000,3.03,133,51.95,남성
9076,6434,59.45,2020-05-08 09:00:00.000,1.91,123,48.05,여성
9077,488,4.51,2020-05-08 09:00:00.000,25.00,122,47.66,80 이상
9078,710,6.56,2020-05-08 09:00:00.000,10.85,77,30.08,70-79
9079,1355,12.52,2020-05-08 09:00:00.000,2.73,37,14.45,60-69
9080,1957,18.08,2020-05-08 09:00:00.000,0.77,15,5.86,50-59
9081,1438,13.29,2020-05-08 09:00:00.000,0.21,3,1.17,40-49
9082,1174,10.85,2020-05-08 09:00:00.000,0.17,2,0.78,30-39
9083,2966,27.41,2020-05-08 09:00:00.000,0.00,0,0.00,20-29
9084,593,5.48,2020-05-08 09:00:00.000,0.00,0,0.00,10-19
9085,141,1.30,2020-05-08 09:00:00.000,0.00,0,0.00,0-9
9086,4381,40.53,2020-05-07 09:00:00.000,3.04,133,51.95,남성
9087,6429,59.47,2020-05-07 09:00:00.000,1.91,123,48.05,여성
9088,488,4.51,2020-05-07 09:00:00.000,25.00,122,47.66,80 이상
9089,710,6.57,2020-05-07 09:00:00.000,10.85,77,30.08,70-79
9090,1354,12.53,2020-05-07 09:00:00.000,2.73,37,14.45,60-69
9091,1957,18.10,2020-05-07 09:00:00.000,0.77,15,5.86,50-59
9092,1436,13.28,2020-05-07 09:00:00.000,0.21,3,1.17,40-49
9093,1167,10.80,2020-05-07 09:00:00.000,0.17,2,0.78,30-39
9094,2965,27.43,2020-05-07 09:00:00.000,0.00,0,0.00,20-29
9095,593,5.49,2020-05-07 09:00:00.000,0.00,0,0.00,10-19
9096,140,1.30,2020-05-07 09:00:00.000,0.00,0,0.00,0-9
9097,4378,40.51,2020-05-06 09:00:00.000,3.02,132,51.76,남성
9098,6428,59.49,2020-05-06 09:00:00.000,1.91,123,48.24,여성
9099,488,4.52,2020-05-06 09:00:00.000,25.00,122,47.84,80 이상
9100,710,6.57,2020-05-06 09:00:00.000,10.85,77,30.20,70-79
9101,1354,12.53,2020-05-06 09:00:00.000,2.66,36,14.12,60-69
9102,1957,18.11,2020-05-06 09:00:00.000,0.77,15,5.88,50-59
9103,1436,13.29,2020-05-06 09:00:00.000,0.21,3,1.18,40-49
9104,1166,10.79,2020-05-06 09:00:00.000,0.17,2,0.78,30-39
9105,2963,27.42,2020-05-06 09:00:00.000,0.00,0,0.00,20-29
9106,592,5.48,2020-05-06 09:00:00.000,0.00,0,0.00,10-19
9107,140,1.30,2020-05-06 09:00:00.000,0.00,0,0.00,0-9
9108,4376,40.50,2020-05-05 09:00:00.000,2.99,131,51.57,남성
9109,6428,59.50,2020-05-05 09:00:00.000,1.91,123,48.43,여성
9110,488,4.52,2020-05-05 09:00:00.000,25.00,122,48.03,80 이상
9111,710,6.57,2020-05-05 09:00:00.000,10.70,76,29.92,70-79
9112,1353,12.52,2020-05-05 09:00:00.000,2.66,36,14.17,60-69
9113,1957,18.11,2020-05-05 09:00:00.000,0.77,15,5.91,50-59
9114,1436,13.29,2020-05-05 09:00:00.000,0.21,3,1.18,40-49
9115,1165,10.78,2020-05-05 09:00:00.000,0.17,2,0.79,30-39
9116,2963,27.43,2020-05-05 09:00:00.000,0.00,0,0.00,20-29
9117,592,5.48,2020-05-05 09:00:00.000,0.00,0,0.00,10-19
9118,140,1.30,2020-05-05 09:00:00.000,0.00,0,0.00,0-9
9119,4374,40.50,2020-05-04 09:00:00.000,2.99,131,51.98,남성
9120,6427,59.50,2020-05-04 09:00:00.000,1.88,121,48.02,여성
9121,488,4.52,2020-05-04 09:00:00.000,24.59,120,47.62,80 이상
9122,710,6.57,2020-05-04 09:00:00.000,10.70,76,30.16,70-79
9123,1353,12.53,2020-05-04 09:00:00.000,2.66,36,14.29,60-69
9124,1956,18.11,2020-05-04 09:00:00.000,0.77,15,5.95,50-59
9125,1435,13.29,2020-05-04 09:00:00.000,0.21,3,1.19,40-49
9126,1164,10.78,2020-05-04 09:00:00.000,0.17,2,0.79,30-39
9127,2963,27.43,2020-05-04 09:00:00.000,0.00,0,0.00,20-29
9128,592,5.48,2020-05-04 09:00:00.000,0.00,0,0.00,10-19
9129,140,1.30,2020-05-04 09:00:00.000,0.00,0,0.00,0-9
9130,4368,40.47,2020-05-03 09:00:00.000,2.98,130,52.00,남성
9131,6425,59.53,2020-05-03 09:00:00.000,1.87,120,48.00,여성
9132,488,4.52,2020-05-03 09:00:00.000,24.59,120,48.00,80 이상
9133,710,6.58,2020-05-03 09:00:00.000,10.56,75,30.00,70-79
9134,1351,12.52,2020-05-03 09:00:00.000,2.59,35,14.00,60-69
9135,1956,18.12,2020-05-03 09:00:00.000,0.77,15,6.00,50-59
9136,1432,13.27,2020-05-03 09:00:00.000,0.21,3,1.20,40-49
9137,1163,10.78,2020-05-03 09:00:00.000,0.17,2,0.80,30-39
9138,2961,27.43,2020-05-03 09:00:00.000,0.00,0,0.00,20-29
9139,592,5.49,2020-05-03 09:00:00.000,0.00,0,0.00,10-19
9140,140,1.30,2020-05-03 09:00:00.000,0.00,0,0.00,0-9
9141,4361,40.45,2020-05-02 09:00:00.000,2.98,130,52.00,남성
9142,6419,59.55,2020-05-02 09:00:00.000,1.87,120,48.00,여성
9143,486,4.51,2020-05-02 09:00:00.000,24.69,120,48.00,80 이상
9144,709,6.58,2020-05-02 09:00:00.000,10.58,75,30.00,70-79
9145,1349,12.51,2020-05-02 09:00:00.000,2.59,35,14.00,60-69
9146,1956,18.14,2020-05-02 09:00:00.000,0.77,15,6.00,50-59
9147,1430,13.27,2020-05-02 09:00:00.000,0.21,3,1.20,40-49
9148,1160,10.76,2020-05-02 09:00:00.000,0.17,2,0.80,30-39
9149,2959,27.45,2020-05-02 09:00:00.000,0.00,0,0.00,20-29
9150,591,5.48,2020-05-02 09:00:00.000,0.00,0,0.00,10-19
9151,140,1.30,2020-05-02 09:00:00.000,0.00,0,0.00,0-9
9152,4355,40.42,2020-05-01 09:00:00.000,2.99,130,52.42,남성
9153,6419,59.58,2020-05-01 09:00:00.000,1.84,118,47.58,여성
