,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
10605,파워큐브,대화한라비발디,2,AC완속,경기도,고양시,경기도 고양시 일산서구 대화2로 68,거주자외 출입제한,산서구 대화2로 68
10606,파워큐브,대화한라비발디,3,AC완속,경기도,고양시,경기도 고양시 일산서구 대화2로 68,거주자외 출입제한,산서구 대화2로 68
10607,파워큐브,대화한라비발디,4,AC완속,경기도,고양시,경기도 고양시 일산서구 대화2로 68,거주자외 출입제한,산서구 대화2로 68
10608,파워큐브,대화한라비발디,5,AC완속,경기도,고양시,경기도 고양시 일산서구 대화2로 68,거주자외 출입제한,산서구 대화2로 68
10609,파워큐브,대화한라비발디,6,AC완속,경기도,고양시,경기도 고양시 일산서구 대화2로 68,거주자외 출입제한,산서구 대화2로 68
11548,파워큐브,삼송계룡이슈빌-1503동,1,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11549,파워큐브,삼송계룡이슈빌-1503동,2,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11550,파워큐브,삼송계룡이슈빌-1503동,3,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11551,파워큐브,삼송계룡이슈빌-1505동,1,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11552,파워큐브,삼송계룡이슈빌-1505동,2,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11553,파워큐브,삼송계룡이슈빌-1505동,3,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11554,파워큐브,삼송계룡이슈빌-1507동,1,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11555,파워큐브,삼송계룡이슈빌-1507동,2,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11556,파워큐브,삼송계룡이슈빌-1507동,3,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11557,파워큐브,삼송계룡이슈빌-1510동,1,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11558,파워큐브,삼송계룡이슈빌-1510동,2,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11559,파워큐브,삼송계룡이슈빌-1510동,3,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11560,파워큐브,삼송계룡이슈빌-1510동,4,AC완속,경기도,고양시,경기도 고양시 덕양구 동세로 125,거주자외 출입제한,양구 동세로 125
11561,파워큐브,삼송원흥역센트럴푸르지오 입주자대표회의,1,AC완속,경기도,고양시,경기도 고양시 덕양구 원흥5로 25,거주자외 출입제한,양구 원흥5로 25
11562,파워큐브,삼송원흥역센트럴푸르지오 입주자대표회의,2,AC완속,경기도,고양시,경기도 고양시 덕양구 원흥5로 25,거주자외 출입제한,양구 원흥5로 25
11563,파워큐브,삼송원흥역센트럴푸르지오 입주자대표회의,3,AC완속,경기도,고양시,경기도 고양시 덕양구 원흥5로 25,거주자외 출입제한,양구 원흥5로 25
11705,파워큐브,성저2단지세경,1,AC완속,경기도,고양시,경기도 고양시 일산서구 강성로 256지하주차장A,거주자외 출입제한,산서구 강성로 256지하주차장A
11706,파워큐브,성저2단지세경,2,AC완속,경기도,고양시,경기도 고양시 일산서구 강성로 256지하주차장A,거주자외 출입제한,산서구 강성로 256지하주차장A
11707,파워큐브,성저2단지세경,3,AC완속,경기도,고양시,경기도 고양시 일산서구 강성로 256지하주차장A,거주자외 출입제한,산서구 강성로 256지하주차장A
12190,파워큐브,신원당9단지 태영입주자대표회의,1,AC완속,경기도,고양시,경기도 고양시 덕양구 고양대로1384번길 30어울림마을9단지아파트(성사동 725),거주자외 출입제한,양구 고양대로1384번길 30어울림마을9단지아파트(성사동 725)
12191,파워큐브,신원당9단지 태영입주자대표회의,2,AC완속,경기도,고양시,경기도 고양시 덕양구 고양대로1384번길 30어울림마을9단지아파트(성사동 725),거주자외 출입제한,양구 고양대로1384번길 30어울림마을9단지아파트(성사동 725)
12373,파워큐브,에스케이브로드밴드주식회사,1,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로 1333,거주자외 출입제한,산동구 중앙로 1333
12374,파워큐브,에스케이브로드밴드주식회사,2,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로 1333,거주자외 출입제한,산동구 중앙로 1333
12691,파워큐브,원스턴파크2오피스텔관리단,1,AC완속,경기도,고양시,경기도 고양시 일산동구 강송로 41(1239 윈스턴파크),거주자외 출입제한,산동구 강송로 41(1239 윈스턴파크)
12692,파워큐브,원스턴파크2오피스텔관리단,2,AC완속,경기도,고양시,경기도 고양시 일산동구 강송로 41(1239 윈스턴파크),거주자외 출입제한,산동구 강송로 41(1239 윈스턴파크)
12693,파워큐브,원스턴파크2오피스텔관리단,3,AC완속,경기도,고양시,경기도 고양시 일산동구 강송로 41(1239 윈스턴파크),거주자외 출입제한,산동구 강송로 41(1239 윈스턴파크)
12694,파워큐브,원스턴파크2오피스텔관리단,4,AC완속,경기도,고양시,경기도 고양시 일산동구 강송로 41(1239 윈스턴파크),거주자외 출입제한,산동구 강송로 41(1239 윈스턴파크)
12695,파워큐브,원스턴파크2오피스텔관리단,5,AC완속,경기도,고양시,경기도 고양시 일산동구 강송로 41(1239 윈스턴파크),거주자외 출입제한,산동구 강송로 41(1239 윈스턴파크)
12744,파워큐브,원흥도래울1단지아파트,1,AC완속,경기도,고양시,경기도 고양시 덕양구 삼원로 102(717 엘에이치원흥도래울마을1단지),거주자외 출입제한,양구 삼원로 102(717 엘에이치원흥도래울마을1단지)
12745,파워큐브,원흥도래울1단지아파트,2,AC완속,경기도,고양시,경기도 고양시 덕양구 삼원로 102(717 엘에이치원흥도래울마을1단지),거주자외 출입제한,양구 삼원로 102(717 엘에이치원흥도래울마을1단지)
12746,파워큐브,원흥도래울1단지아파트,3,AC완속,경기도,고양시,경기도 고양시 덕양구 삼원로 102(717 엘에이치원흥도래울마을1단지),거주자외 출입제한,양구 삼원로 102(717 엘에이치원흥도래울마을1단지)
12747,파워큐브,원흥도래울1단지아파트,4,AC완속,경기도,고양시,경기도 고양시 덕양구 삼원로 102(717 엘에이치원흥도래울마을1단지),거주자외 출입제한,양구 삼원로 102(717 엘에이치원흥도래울마을1단지)
12748,파워큐브,원흥도래울1단지아파트,5,AC완속,경기도,고양시,경기도 고양시 덕양구 삼원로 102(717 엘에이치원흥도래울마을1단지),거주자외 출입제한,양구 삼원로 102(717 엘에이치원흥도래울마을1단지)
13054,파워큐브,일산2차현대홈타운입주자대표회의-1,1,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13055,파워큐브,일산2차현대홈타운입주자대표회의-1,2,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13056,파워큐브,일산2차현대홈타운입주자대표회의-2,1,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13057,파워큐브,일산2차현대홈타운입주자대표회의-3,1,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13058,파워큐브,일산2차현대홈타운입주자대표회의-3,2,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13059,파워큐브,일산2차현대홈타운입주자대표회의-4,1,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13060,파워큐브,일산2차현대홈타운입주자대표회의-4,2,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13061,파워큐브,일산2차현대홈타운입주자대표회의-5,1,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 706-12,거주자외 출입제한,산서구 고양대로 706-12
13062,파워큐브,일산쌍용플래티넘오피스텔,1,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔),거주자외 출입제한,산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔)
13063,파워큐브,일산쌍용플래티넘오피스텔,2,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔),거주자외 출입제한,산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔)
13064,파워큐브,일산쌍용플래티넘오피스텔,3,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔),거주자외 출입제한,산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔)
13065,파워큐브,일산쌍용플래티넘오피스텔,4,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔),거주자외 출입제한,산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔)
13066,파워큐브,일산쌍용플래티넘오피스텔,5,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔),거주자외 출입제한,산동구 중앙로 1347(727-1 일산쌍용플래티넘오피스텔)
13067,파워큐브,일산현대성우오스타,1,AC완속,경기도,고양시,경기도 고양시 일산서구 하늘마을로 184(2141 현대성우오스타),거주자외 출입제한,산서구 하늘마을로 184(2141 현대성우오스타)
13068,파워큐브,일산현대성우오스타,2,AC완속,경기도,고양시,경기도 고양시 일산서구 하늘마을로 184(2141 현대성우오스타),거주자외 출입제한,산서구 하늘마을로 184(2141 현대성우오스타)
13069,파워큐브,일산현대성우오스타,3,AC완속,경기도,고양시,경기도 고양시 일산서구 하늘마을로 184(2141 현대성우오스타),거주자외 출입제한,산서구 하늘마을로 184(2141 현대성우오스타)
13070,파워큐브,일산현대성우오스타,4,AC완속,경기도,고양시,경기도 고양시 일산서구 하늘마을로 184(2141 현대성우오스타),거주자외 출입제한,산서구 하늘마을로 184(2141 현대성우오스타)
13214,파워큐브,중앙하이츠빌2 입주자대표회의,1,AC완속,경기도,고양시,경기도 고양시 일산서구 덕이로 238중앙하이츠빌아파트(덕이동 1076),거주자외 출입제한,산서구 덕이로 238중앙하이츠빌아파트(덕이동 1076)
13215,파워큐브,중앙하이츠빌2 입주자대표회의,2,AC완속,경기도,고양시,경기도 고양시 일산서구 덕이로 238중앙하이츠빌아파트(덕이동 1076),거주자외 출입제한,산서구 덕이로 238중앙하이츠빌아파트(덕이동 1076)
13216,파워큐브,중앙하이츠빌2 입주자대표회의,3,AC완속,경기도,고양시,경기도 고양시 일산서구 덕이로 238중앙하이츠빌아파트(덕이동 1076),거주자외 출입제한,산서구 덕이로 238중앙하이츠빌아파트(덕이동 1076)
13241,파워큐브,중흥에스클래스타운하우스,1,AC완속,경기도,고양시,경기도 고양시 일산동구 하늘마을로 65,거주자외 출입제한,산동구 하늘마을로 65
13242,파워큐브,중흥에스클래스타운하우스,2,AC완속,경기도,고양시,경기도 고양시 일산동구 하늘마을로 65,거주자외 출입제한,산동구 하늘마을로 65
13243,파워큐브,중흥에스클래스타운하우스 입주자대표회의,1,AC완속,경기도,고양시,경기도 고양시 일산동구 하늘마을로 65(1720 중흥에스클래스타운하우스),거주자외 출입제한,산동구 하늘마을로 65(1720 중흥에스클래스타운하우스)
13244,파워큐브,중흥에스클래스타운하우스 입주자대표회의,2,AC완속,경기도,고양시,경기도 고양시 일산동구 하늘마을로 65(1720 중흥에스클래스타운하우스),거주자외 출입제한,산동구 하늘마을로 65(1720 중흥에스클래스타운하우스)
